"assertionID"	"materialEntityID"	"assertionValueNumeric"	"assertionType"	"assertionUnit"
"IM19_364"	"P293.2BL_pure"	6	"DNA concentration"	"ng/µl"
"P293.2BS"	"P293.2BS_preserved"	267	"dry weight biomass"	"mg"
"IM19_363"	"P293.2BS_pure"	67	"DNA concentration"	"ng/µl"
"P295.1AS"	"P295.1AS_preserved"	22	"dry weight biomass"	"mg"
"IM19_804"	"P295.1AS_pure"	21	"DNA concentration"	"ng/µl"
"P295.1BL"	"P295.1BL_preserved"	7	"dry weight biomass"	"mg"
"IM19_366"	"P295.1BL_pure"	8	"DNA concentration"	"ng/µl"
"P295.1BS"	"P295.1BS_preserved"	51	"dry weight biomass"	"mg"
"IM19_365"	"P295.1BS_pure"	32	"DNA concentration"	"ng/µl"
"P295.2AL"	"P295.2AL_preserved"	29	"dry weight biomass"	"mg"
"IM19_806"	"P295.2AL_pure"	7	"DNA concentration"	"ng/µl"
"P295.2AS"	"P295.2AS_preserved"	61	"dry weight biomass"	"mg"
"IM19_805"	"P295.2AS_pure"	23	"DNA concentration"	"ng/µl"
"P295.2BL"	"P295.2BL_preserved"	19	"dry weight biomass"	"mg"
"IM19_368"	"P295.2BL_pure"	6	"DNA concentration"	"ng/µl"
"P295.2BS"	"P295.2BS_preserved"	73	"dry weight biomass"	"mg"
"IM19_367"	"P295.2BS_pure"	46	"DNA concentration"	"ng/µl"
"P296.1AL"	"P296.1AL_preserved"	68	"dry weight biomass"	"mg"
"IM19_808"	"P296.1AL_pure"	9	"DNA concentration"	"ng/µl"
"P296.1AS"	"P296.1AS_preserved"	1461	"dry weight biomass"	"mg"
"IM19_807"	"P296.1AS_pure"	34	"DNA concentration"	"ng/µl"
"P296.1BL"	"P296.1BL_preserved"	84	"dry weight biomass"	"mg"
"IM19_370"	"P296.1BL_pure"	10	"DNA concentration"	"ng/µl"
"P296.1BS"	"P296.1BS_preserved"	462	"dry weight biomass"	"mg"
"IM19_369"	"P296.1BS_pure"	56	"DNA concentration"	"ng/µl"
"P296.2AL"	"P296.2AL_preserved"	33	"dry weight biomass"	"mg"
"IM19_810"	"P296.2AL_pure"	6	"DNA concentration"	"ng/µl"
"P296.2AS"	"P296.2AS_preserved"	2119	"dry weight biomass"	"mg"
"IM19_809"	"P296.2AS_pure"	35	"DNA concentration"	"ng/µl"
"P296.2BL"	"P296.2BL_preserved"	152	"dry weight biomass"	"mg"
"IM19_372"	"P296.2BL_pure"	10	"DNA concentration"	"ng/µl"
"P296.2BS"	"P296.2BS_preserved"	458	"dry weight biomass"	"mg"
"IM19_371"	"P296.2BS_pure"	73	"DNA concentration"	"ng/µl"
"P297.1AL"	"P297.1AL_preserved"	18	"dry weight biomass"	"mg"
"IM19_1072"	"P297.1AL_pure"	9	"DNA concentration"	"ng/µl"
"P297.1AS"	"P297.1AS_preserved"	186	"dry weight biomass"	"mg"
"IM19_1071"	"P297.1AS_pure"	47	"DNA concentration"	"ng/µl"
"P297.1BL"	"P297.1BL_preserved"	14	"dry weight biomass"	"mg"
"P297.1BS"	"P297.1BS_preserved"	189	"dry weight biomass"	"mg"
"IM19_373"	"P297.1BS_pure"	58	"DNA concentration"	"ng/µl"
"P297.2AL"	"P297.2AL_preserved"	4	"dry weight biomass"	"mg"
"IM19_812"	"P297.2AL_pure"	2	"DNA concentration"	"ng/µl"
"P297.2AS"	"P297.2AS_preserved"	180	"dry weight biomass"	"mg"
"IM19_811"	"P297.2AS_pure"	32	"DNA concentration"	"ng/µl"
"P297.2BL"	"P297.2BL_preserved"	24	"dry weight biomass"	"mg"
"IM19_376"	"P297.2BL_pure"	2	"DNA concentration"	"ng/µl"
"P297.2BS"	"P297.2BS_preserved"	112	"dry weight biomass"	"mg"
"IM19_375"	"P297.2BS_pure"	55	"DNA concentration"	"ng/µl"
"P298.1AL"	"P298.1AL_preserved"	44	"dry weight biomass"	"mg"
"IM19_814"	"P298.1AL_pure"	13	"DNA concentration"	"ng/µl"
"P298.1AS"	"P298.1AS_preserved"	38	"dry weight biomass"	"mg"
"IM19_813"	"P298.1AS_pure"	25	"DNA concentration"	"ng/µl"
"P298.1BS"	"P298.1BS_preserved"	281	"dry weight biomass"	"mg"
"IM19_377"	"P298.1BS_pure"	77	"DNA concentration"	"ng/µl"
"P298.2AL"	"P298.2AL_preserved"	22	"dry weight biomass"	"mg"
"IM19_816"	"P298.2AL_pure"	3	"DNA concentration"	"ng/µl"
"P298.2AS"	"P298.2AS_preserved"	68	"dry weight biomass"	"mg"
"IM19_815"	"P298.2AS_pure"	29	"DNA concentration"	"ng/µl"
"P298.2BL"	"P298.2BL_preserved"	25	"dry weight biomass"	"mg"
"IM19_379"	"P298.2BL_pure"	16	"DNA concentration"	"ng/µl"
"P298.2BS"	"P298.2BS_preserved"	127	"dry weight biomass"	"mg"
"IM19_378"	"P298.2BS_pure"	49	"DNA concentration"	"ng/µl"
"P299.1AS"	"P299.1AS_preserved"	130	"dry weight biomass"	"mg"
"IM19_817"	"P299.1AS_pure"	30	"DNA concentration"	"ng/µl"
"P299.1BL"	"P299.1BL_preserved"	11	"dry weight biomass"	"mg"
"IM19_276"	"P299.1BL_pure"	6	"DNA concentration"	"ng/µl"
"P299.1BS"	"P299.1BS_preserved"	300	"dry weight biomass"	"mg"
"IM19_275"	"P299.1BS_pure"	37	"DNA concentration"	"ng/µl"
"P299.2AL"	"P299.2AL_preserved"	97	"dry weight biomass"	"mg"
"IM19_819"	"P299.2AL_pure"	18	"DNA concentration"	"ng/µl"
"P299.2AS"	"P299.2AS_preserved"	234	"dry weight biomass"	"mg"
"IM19_818"	"P299.2AS_pure"	34	"DNA concentration"	"ng/µl"
"P299.2BL"	"P299.2BL_preserved"	10	"dry weight biomass"	"mg"
"IM19_278"	"P299.2BL_pure"	15	"DNA concentration"	"ng/µl"
"P299.2BS"	"P299.2BS_preserved"	127	"dry weight biomass"	"mg"
"IM19_277"	"P299.2BS_pure"	50	"DNA concentration"	"ng/µl"
"P3.1AL"	"P3.1AL_preserved"	39	"dry weight biomass"	"mg"
"IM18_6"	"P3.1AL_pure"	2	"DNA concentration"	"ng/µl"
"P3.1AS"	"P3.1AS_preserved"	13	"dry weight biomass"	"mg"
"IM18_5"	"P3.1AS_pure"	5	"DNA concentration"	"ng/µl"
"P3.1BL"	"P3.1BL_preserved"	15	"dry weight biomass"	"mg"
"IM18_32"	"P3.1BL_pure"	3	"DNA concentration"	"ng/µl"
"P3.1BS"	"P3.1BS_preserved"	99	"dry weight biomass"	"mg"
"IM18_31"	"P3.1BS_pure"	35	"DNA concentration"	"ng/µl"
"P3.2AS"	"P3.2AS_preserved"	8	"dry weight biomass"	"mg"
"IM18_285"	"P3.2AS_pure"	6	"DNA concentration"	"ng/µl"
"P3.2BL"	"P3.2BL_preserved"	6	"dry weight biomass"	"mg"
"P3.2BS"	"P3.2BS_preserved"	24	"dry weight biomass"	"mg"
"P30.1AS"	"P30.1AS_preserved"	48	"dry weight biomass"	"mg"
"IM18_275"	"P30.1AS_pure"	26	"DNA concentration"	"ng/µl"
"P30.1BL"	"P30.1BL_preserved"	98	"dry weight biomass"	"mg"
"IM18_302"	"P30.1BL_pure"	5	"DNA concentration"	"ng/µl"
"P30.1BS"	"P30.1BS_preserved"	60	"dry weight biomass"	"mg"
"IM18_301"	"P30.1BS_pure"	31	"DNA concentration"	"ng/µl"
"P30.2AL"	"P30.2AL_preserved"	29	"dry weight biomass"	"mg"
"IM18_304"	"P30.2AL_pure"	1	"DNA concentration"	"ng/µl"
"P30.2AS"	"P30.2AS_preserved"	195	"dry weight biomass"	"mg"
"IM18_303"	"P30.2AS_pure"	45	"DNA concentration"	"ng/µl"
"P30.2BL"	"P30.2BL_preserved"	5	"dry weight biomass"	"mg"
"IM18_622"	"P30.2BL_pure"	1	"DNA concentration"	"ng/µl"
"P30.2BS"	"P30.2BS_preserved"	1243	"dry weight biomass"	"mg"
"IM18_621"	"P30.2BS_pure"	92	"DNA concentration"	"ng/µl"
"P300.1AS"	"P300.1AS_preserved"	38	"dry weight biomass"	"mg"
"IM19_820"	"P300.1AS_pure"	24	"DNA concentration"	"ng/µl"
"P300.1BS"	"P300.1BS_preserved"	39	"dry weight biomass"	"mg"
"IM19_1125"	"P300.1BS_pure"	24	"DNA concentration"	"ng/µl"
"P300.2AL"	"P300.2AL_preserved"	13	"dry weight biomass"	"mg"
"IM19_1074"	"P300.2AL_pure"	4	"DNA concentration"	"ng/µl"
"P300.2AS"	"P300.2AS_preserved"	202	"dry weight biomass"	"mg"
"IM19_1073"	"P300.2AS_pure"	51	"DNA concentration"	"ng/µl"
"P300.2BS"	"P300.2BS_preserved"	466	"dry weight biomass"	"mg"
"IM19_279"	"P300.2BS_pure"	39	"DNA concentration"	"ng/µl"
"P301.1AS"	"P301.1AS_preserved"	24	"dry weight biomass"	"mg"
"IM19_1100"	"P301.1AS_pure"	12	"DNA concentration"	"ng/µl"
"P301.1BS"	"P301.1BS_preserved"	25	"dry weight biomass"	"mg"
"IM19_1101"	"P301.1BS_pure"	12	"DNA concentration"	"ng/µl"
"P301.2AL"	"P301.2AL_preserved"	92	"dry weight biomass"	"mg"
"IM19_1103"	"P301.2AL_pure"	6	"DNA concentration"	"ng/µl"
"P301.2AS"	"P301.2AS_preserved"	67	"dry weight biomass"	"mg"
"IM19_1102"	"P301.2AS_pure"	32	"DNA concentration"	"ng/µl"
"P301.2BS"	"P301.2BS_preserved"	82	"dry weight biomass"	"mg"
"IM19_1104"	"P301.2BS_pure"	45	"DNA concentration"	"ng/µl"
"P302.1BS"	"P302.1BS_preserved"	3	"dry weight biomass"	"mg"
"IM19_280"	"P302.1BS_pure"	1	"DNA concentration"	"ng/µl"
"IM19_822"	"P302.2AS_pure"	7	"DNA concentration"	"ng/µl"
"P302.2BS"	"P302.2BS_preserved"	41	"dry weight biomass"	"mg"
"IM19_281"	"P302.2BS_pure"	16	"DNA concentration"	"ng/µl"
"P303.1AS"	"P303.1AS_preserved"	27	"dry weight biomass"	"mg"
"IM19_1126"	"P303.1AS_pure"	20	"DNA concentration"	"ng/µl"
"P303.2AS"	"P303.2AS_preserved"	16	"dry weight biomass"	"mg"
"IM19_1129"	"P303.2AS_pure"	11	"DNA concentration"	"ng/µl"
"P304.1AL"	"P304.1AL_preserved"	25	"dry weight biomass"	"mg"
"IM19_824"	"P304.1AL_pure"	6	"DNA concentration"	"ng/µl"
"P304.1AS"	"P304.1AS_preserved"	20	"dry weight biomass"	"mg"
"IM19_823"	"P304.1AS_pure"	14	"DNA concentration"	"ng/µl"
"P304.1BS"	"P304.1BS_preserved"	27	"dry weight biomass"	"mg"
"IM19_284"	"P304.1BS_pure"	19	"DNA concentration"	"ng/µl"
"P304.2AS"	"P304.2AS_preserved"	7	"dry weight biomass"	"mg"
"IM19_825"	"P304.2AS_pure"	15	"DNA concentration"	"ng/µl"
"P304.2BS"	"P304.2BS_preserved"	42	"dry weight biomass"	"mg"
"IM19_285"	"P304.2BS_pure"	26	"DNA concentration"	"ng/µl"
"P305.1AL"	"P305.1AL_preserved"	162	"dry weight biomass"	"mg"
"IM19_1128"	"P305.1AL_pure"	4	"DNA concentration"	"ng/µl"
"P305.1AS"	"P305.1AS_preserved"	219	"dry weight biomass"	"mg"
"IM19_1127"	"P305.1AS_pure"	50	"DNA concentration"	"ng/µl"
"P305.1BL"	"P305.1BL_preserved"	9	"dry weight biomass"	"mg"
"IM19_1131"	"P305.1BL_pure"	4	"DNA concentration"	"ng/µl"
"P305.1BS"	"P305.1BS_preserved"	115	"dry weight biomass"	"mg"
"IM19_1130"	"P305.1BS_pure"	54	"DNA concentration"	"ng/µl"
"P305.2AL"	"P305.2AL_preserved"	31	"dry weight biomass"	"mg"
"IM19_827"	"P305.2AL_pure"	12	"DNA concentration"	"ng/µl"
"P305.2AS"	"P305.2AS_preserved"	342	"dry weight biomass"	"mg"
"IM19_826"	"P305.2AS_pure"	31	"DNA concentration"	"ng/µl"
"P305.2BL"	"P305.2BL_preserved"	95	"dry weight biomass"	"mg"
"IM19_283"	"P305.2BL_pure"	25	"DNA concentration"	"ng/µl"
"P305.2BS"	"P305.2BS_preserved"	41	"dry weight biomass"	"mg"
"IM19_282"	"P305.2BS_pure"	19	"DNA concentration"	"ng/µl"
"P306.1AL"	"P306.1AL_preserved"	20	"dry weight biomass"	"mg"
"IM19_829"	"P306.1AL_pure"	17	"DNA concentration"	"ng/µl"
"P306.1AS"	"P306.1AS_preserved"	118	"dry weight biomass"	"mg"
"IM19_828"	"P306.1AS_pure"	29	"DNA concentration"	"ng/µl"
"P306.1BS"	"P306.1BS_preserved"	105	"dry weight biomass"	"mg"
"IM19_380"	"P306.1BS_pure"	57	"DNA concentration"	"ng/µl"
"P306.2AS"	"P306.2AS_preserved"	87	"dry weight biomass"	"mg"
"IM19_830"	"P306.2AS_pure"	29	"DNA concentration"	"ng/µl"
"P306.2BL"	"P306.2BL_preserved"	145	"dry weight biomass"	"mg"
"IM19_382"	"P306.2BL_pure"	9	"DNA concentration"	"ng/µl"
"P306.2BS"	"P306.2BS_preserved"	169	"dry weight biomass"	"mg"
"IM19_381"	"P306.2BS_pure"	55	"DNA concentration"	"ng/µl"
"P307.1AL"	"P307.1AL_preserved"	15	"dry weight biomass"	"mg"
"IM19_832"	"P307.1AL_pure"	18	"DNA concentration"	"ng/µl"
"P307.1AS"	"P307.1AS_preserved"	81	"dry weight biomass"	"mg"
"IM19_831"	"P307.1AS_pure"	19	"DNA concentration"	"ng/µl"
"P307.1BS"	"P307.1BS_preserved"	87	"dry weight biomass"	"mg"
"IM19_383"	"P307.1BS_pure"	58	"DNA concentration"	"ng/µl"
"P307.2AS"	"P307.2AS_preserved"	15	"dry weight biomass"	"mg"
"IM19_833"	"P307.2AS_pure"	7	"DNA concentration"	"ng/µl"
"P307.2BS"	"P307.2BS_preserved"	33	"dry weight biomass"	"mg"
"IM19_1132"	"P307.2BS_pure"	21	"DNA concentration"	"ng/µl"
"P308.1AS"	"P308.1AS_preserved"	46	"dry weight biomass"	"mg"
"IM19_1133"	"P308.1AS_pure"	18	"DNA concentration"	"ng/µl"
"P308.1BL"	"P308.1BL_preserved"	34	"dry weight biomass"	"mg"
"IM19_1135"	"P308.1BL_pure"	1	"DNA concentration"	"ng/µl"
"P308.1BS"	"P308.1BS_preserved"	47	"dry weight biomass"	"mg"
"IM19_1134"	"P308.1BS_pure"	20	"DNA concentration"	"ng/µl"
"P308.2AL"	"P308.2AL_preserved"	152	"dry weight biomass"	"mg"
"IM19_835"	"P308.2AL_pure"	11	"DNA concentration"	"ng/µl"
"P308.2AS"	"P308.2AS_preserved"	47	"dry weight biomass"	"mg"
"IM19_834"	"P308.2AS_pure"	19	"DNA concentration"	"ng/µl"
"P308.2BL"	"P308.2BL_preserved"	74	"dry weight biomass"	"mg"
"IM19_385"	"P308.2BL_pure"	12	"DNA concentration"	"ng/µl"
"P308.2BS"	"P308.2BS_preserved"	83	"dry weight biomass"	"mg"
"IM19_384"	"P308.2BS_pure"	52	"DNA concentration"	"ng/µl"
"P309.1AL"	"P309.1AL_preserved"	59	"dry weight biomass"	"mg"
"IM19_837"	"P309.1AL_pure"	9	"DNA concentration"	"ng/µl"
"P309.1AS"	"P309.1AS_preserved"	47	"dry weight biomass"	"mg"
"IM19_836"	"P309.1AS_pure"	23	"DNA concentration"	"ng/µl"
"P309.1BS"	"P309.1BS_preserved"	35	"dry weight biomass"	"mg"
"IM19_386"	"P309.1BS_pure"	24	"DNA concentration"	"ng/µl"
"P309.2AS"	"P309.2AS_preserved"	24	"dry weight biomass"	"mg"
"IM19_838"	"P309.2AS_pure"	10	"DNA concentration"	"ng/µl"
"P309.2BS"	"P309.2BS_preserved"	38	"dry weight biomass"	"mg"
"IM19_387"	"P309.2BS_pure"	29	"DNA concentration"	"ng/µl"
"P31.1AL"	"P31.1AL_preserved"	43	"dry weight biomass"	"mg"
"IM18_24"	"P31.1AL_pure"	5	"DNA concentration"	"ng/µl"
"P31.1AS"	"P31.1AS_preserved"	24	"dry weight biomass"	"mg"
"IM18_23"	"P31.1AS_pure"	9	"DNA concentration"	"ng/µl"
"P31.1BL"	"P31.1BL_preserved"	8	"dry weight biomass"	"mg"
"IM18_26"	"P31.1BL_pure"	1	"DNA concentration"	"ng/µl"
"P31.1BS"	"P31.1BS_preserved"	25	"dry weight biomass"	"mg"
"IM18_25"	"P31.1BS_pure"	17	"DNA concentration"	"ng/µl"
"P31.2AL"	"P31.2AL_preserved"	138	"dry weight biomass"	"mg"
"IM18_28"	"P31.2AL_pure"	34	"DNA concentration"	"ng/µl"
"P31.2AS"	"P31.2AS_preserved"	158	"dry weight biomass"	"mg"
"IM18_27"	"P31.2AS_pure"	49	"DNA concentration"	"ng/µl"
"P31.2BL"	"P31.2BL_preserved"	67	"dry weight biomass"	"mg"
"IM18_30"	"P31.2BL_pure"	16	"DNA concentration"	"ng/µl"
"P31.2BS"	"P31.2BS_preserved"	54	"dry weight biomass"	"mg"
"IM18_29"	"P31.2BS_pure"	46	"DNA concentration"	"ng/µl"
"P310.1AL"	"P310.1AL_preserved"	30	"dry weight biomass"	"mg"
"IM19_840"	"P310.1AL_pure"	26	"DNA concentration"	"ng/µl"
"P310.1AS"	"P310.1AS_preserved"	33	"dry weight biomass"	"mg"
"IM19_839"	"P310.1AS_pure"	22	"DNA concentration"	"ng/µl"
"P310.1BL"	"P310.1BL_preserved"	3	"dry weight biomass"	"mg"
"IM19_389"	"P310.1BL_pure"	1	"DNA concentration"	"ng/µl"
"P310.1BS"	"P310.1BS_preserved"	40	"dry weight biomass"	"mg"
"IM19_388"	"P310.1BS_pure"	31	"DNA concentration"	"ng/µl"
"P310.2AL"	"P310.2AL_preserved"	31	"dry weight biomass"	"mg"
"IM19_842"	"P310.2AL_pure"	7	"DNA concentration"	"ng/µl"
"P310.2AS"	"P310.2AS_preserved"	76	"dry weight biomass"	"mg"
"IM19_841"	"P310.2AS_pure"	27	"DNA concentration"	"ng/µl"
"P310.2BL"	"P310.2BL_preserved"	18	"dry weight biomass"	"mg"
"IM19_1137"	"P310.2BL_pure"	3	"DNA concentration"	"ng/µl"
"P310.2BS"	"P310.2BS_preserved"	85	"dry weight biomass"	"mg"
"IM19_1136"	"P310.2BS_pure"	56	"DNA concentration"	"ng/µl"
"P311.1AL"	"P311.1AL_preserved"	8	"dry weight biomass"	"mg"
"IM19_844"	"P311.1AL_pure"	11	"DNA concentration"	"ng/µl"
"P311.1AS"	"P311.1AS_preserved"	64	"dry weight biomass"	"mg"
"IM19_843"	"P311.1AS_pure"	19	"DNA concentration"	"ng/µl"
"P311.1BS"	"P311.1BS_preserved"	140	"dry weight biomass"	"mg"
"IM19_390"	"P311.1BS_pure"	47	"DNA concentration"	"ng/µl"
"P311.2AL"	"P311.2AL_preserved"	48	"dry weight biomass"	"mg"
"IM19_846"	"P311.2AL_pure"	17	"DNA concentration"	"ng/µl"
"P311.2AS"	"P311.2AS_preserved"	55	"dry weight biomass"	"mg"
"IM19_845"	"P311.2AS_pure"	22	"DNA concentration"	"ng/µl"
"P311.2BS"	"P311.2BS_preserved"	65	"dry weight biomass"	"mg"
"IM19_391"	"P311.2BS_pure"	36	"DNA concentration"	"ng/µl"
"P312.1AL"	"P312.1AL_preserved"	18	"dry weight biomass"	"mg"
"IM19_848"	"P312.1AL_pure"	19	"DNA concentration"	"ng/µl"
"P312.1AS"	"P312.1AS_preserved"	138	"dry weight biomass"	"mg"
"IM19_847"	"P312.1AS_pure"	28	"DNA concentration"	"ng/µl"
"P312.1BL"	"P312.1BL_preserved"	32	"dry weight biomass"	"mg"
"IM19_287"	"P312.1BL_pure"	8	"DNA concentration"	"ng/µl"
"P312.1BS"	"P312.1BS_preserved"	64	"dry weight biomass"	"mg"
"IM19_286"	"P312.1BS_pure"	32	"DNA concentration"	"ng/µl"
"P312.2AL"	"P312.2AL_preserved"	20	"dry weight biomass"	"mg"
"IM19_850"	"P312.2AL_pure"	6	"DNA concentration"	"ng/µl"
"P312.2AS"	"P312.2AS_preserved"	90	"dry weight biomass"	"mg"
"IM19_849"	"P312.2AS_pure"	24	"DNA concentration"	"ng/µl"
"P312.2BS"	"P312.2BS_preserved"	54	"dry weight biomass"	"mg"
"IM19_288"	"P312.2BS_pure"	30	"DNA concentration"	"ng/µl"
"P314.1AS"	"P314.1AS_preserved"	44	"dry weight biomass"	"mg"
"IM19_851"	"P314.1AS_pure"	21	"DNA concentration"	"ng/µl"
"P314.1BS"	"P314.1BS_preserved"	26	"dry weight biomass"	"mg"
"IM19_289"	"P314.1BS_pure"	15	"DNA concentration"	"ng/µl"
"P314.2AL"	"P314.2AL_preserved"	81	"dry weight biomass"	"mg"
"IM19_853"	"P314.2AL_pure"	11	"DNA concentration"	"ng/µl"
"P314.2AS"	"P314.2AS_preserved"	130	"dry weight biomass"	"mg"
"IM19_852"	"P314.2AS_pure"	26	"DNA concentration"	"ng/µl"
"P314.2BL"	"P314.2BL_preserved"	20	"dry weight biomass"	"mg"
"P314.2BS"	"P314.2BS_preserved"	51	"dry weight biomass"	"mg"
"IM19_290"	"P314.2BS_pure"	28	"DNA concentration"	"ng/µl"
"P316.1AL"	"P316.1AL_preserved"	9	"dry weight biomass"	"mg"
"IM19_855"	"P316.1AL_pure"	14	"DNA concentration"	"ng/µl"
"P316.1AS"	"P316.1AS_preserved"	149	"dry weight biomass"	"mg"
"IM19_854"	"P316.1AS_pure"	28	"DNA concentration"	"ng/µl"
"P316.1BS"	"P316.1BS_preserved"	1148	"dry weight biomass"	"mg"
"IM19_1138"	"P316.1BS_pure"	20	"DNA concentration"	"ng/µl"
"P316.2AL"	"P316.2AL_preserved"	65	"dry weight biomass"	"mg"
"IM19_857"	"P316.2AL_pure"	12	"DNA concentration"	"ng/µl"
"P316.2AS"	"P316.2AS_preserved"	204	"dry weight biomass"	"mg"
"IM19_856"	"P316.2AS_pure"	27	"DNA concentration"	"ng/µl"
"P316.2BL"	"P316.2BL_preserved"	261	"dry weight biomass"	"mg"
"IM19_293"	"P316.2BL_pure"	14	"DNA concentration"	"ng/µl"
"P316.2BS"	"P316.2BS_preserved"	1486	"dry weight biomass"	"mg"
"IM19_292"	"P316.2BS_pure"	31	"DNA concentration"	"ng/µl"
"P317.1AL"	"P317.1AL_preserved"	33	"dry weight biomass"	"mg"
"IM19_859"	"P317.1AL_pure"	5	"DNA concentration"	"ng/µl"
"P317.1AS"	"P317.1AS_preserved"	103	"dry weight biomass"	"mg"
"IM19_858"	"P317.1AS_pure"	24	"DNA concentration"	"ng/µl"
"P317.1BL"	"P317.1BL_preserved"	19	"dry weight biomass"	"mg"
"IM19_295"	"P317.1BL_pure"	22	"DNA concentration"	"ng/µl"
"P317.1BS"	"P317.1BS_preserved"	158	"dry weight biomass"	"mg"
"IM19_294"	"P317.1BS_pure"	44	"DNA concentration"	"ng/µl"
"P317.2AL"	"P317.2AL_preserved"	834	"dry weight biomass"	"mg"
"IM19_861"	"P317.2AL_pure"	13	"DNA concentration"	"ng/µl"
"P317.2AS"	"P317.2AS_preserved"	192	"dry weight biomass"	"mg"
"IM19_860"	"P317.2AS_pure"	28	"DNA concentration"	"ng/µl"
"P317.2BL"	"P317.2BL_preserved"	77	"dry weight biomass"	"mg"
"IM19_297"	"P317.2BL_pure"	3	"DNA concentration"	"ng/µl"
"P317.2BS"	"P317.2BS_preserved"	157	"dry weight biomass"	"mg"
"IM19_296"	"P317.2BS_pure"	46	"DNA concentration"	"ng/µl"
"P318.1AL"	"P318.1AL_preserved"	111	"dry weight biomass"	"mg"
"IM19_863"	"P318.1AL_pure"	4	"DNA concentration"	"ng/µl"
"P318.1AS"	"P318.1AS_preserved"	11	"dry weight biomass"	"mg"
"IM19_862"	"P318.1AS_pure"	3	"DNA concentration"	"ng/µl"
"P318.1BS"	"P318.1BS_preserved"	7	"dry weight biomass"	"mg"
"IM19_298"	"P318.1BS_pure"	6	"DNA concentration"	"ng/µl"
"P318.2AL"	"P318.2AL_preserved"	97	"dry weight biomass"	"mg"
"IM19_1140"	"P318.2AL_pure"	15	"DNA concentration"	"ng/µl"
"P318.2AS"	"P318.2AS_preserved"	4	"dry weight biomass"	"mg"
"IM19_1139"	"P318.2AS_pure"	2	"DNA concentration"	"ng/µl"
"P318.2BS"	"P318.2BS_preserved"	2	"dry weight biomass"	"mg"
"IM19_1141"	"P318.2BS_pure"	2	"DNA concentration"	"ng/µl"
"P319.1AL"	"P319.1AL_preserved"	227	"dry weight biomass"	"mg"
"IM19_865"	"P319.1AL_pure"	16	"DNA concentration"	"ng/µl"
"P319.1AS"	"P319.1AS_preserved"	124	"dry weight biomass"	"mg"
"IM19_864"	"P319.1AS_pure"	6	"DNA concentration"	"ng/µl"
"P319.1BS"	"P319.1BS_preserved"	13	"dry weight biomass"	"mg"
"IM19_299"	"P319.1BS_pure"	6	"DNA concentration"	"ng/µl"
"P319.2AS"	"P319.2AS_preserved"	47	"dry weight biomass"	"mg"
"IM19_866"	"P319.2AS_pure"	28	"DNA concentration"	"ng/µl"
"P319.2BS"	"P319.2BS_preserved"	375	"dry weight biomass"	"mg"
"IM19_300"	"P319.2BS_pure"	26	"DNA concentration"	"ng/µl"
"P32.1AL"	"P32.1AL_preserved"	61	"dry weight biomass"	"mg"
"P32.1AS"	"P32.1AS_preserved"	63	"dry weight biomass"	"mg"
"P32.1BL"	"P32.1BL_preserved"	15	"dry weight biomass"	"mg"
"P32.1BS"	"P32.1BS_preserved"	50	"dry weight biomass"	"mg"
"P320.1AS"	"P320.1AS_preserved"	8	"dry weight biomass"	"mg"
"IM19_1142"	"P320.1AS_pure"	3	"DNA concentration"	"ng/µl"
"P320.1BL"	"P320.1BL_preserved"	10	"dry weight biomass"	"mg"
"IM19_1144"	"P320.1BL_pure"	12	"DNA concentration"	"ng/µl"
"P320.1BS"	"P320.1BS_preserved"	32	"dry weight biomass"	"mg"
"IM19_1143"	"P320.1BS_pure"	15	"DNA concentration"	"ng/µl"
"P320.2AL"	"P320.2AL_preserved"	112	"dry weight biomass"	"mg"
"IM19_868"	"P320.2AL_pure"	19	"DNA concentration"	"ng/µl"
"P320.2AS"	"P320.2AS_preserved"	22	"dry weight biomass"	"mg"
"IM19_867"	"P320.2AS_pure"	14	"DNA concentration"	"ng/µl"
"P320.2BL"	"P320.2BL_preserved"	11	"dry weight biomass"	"mg"
"IM19_1146"	"P320.2BL_pure"	3	"DNA concentration"	"ng/µl"
"P320.2BS"	"P320.2BS_preserved"	275	"dry weight biomass"	"mg"
"IM19_1145"	"P320.2BS_pure"	53	"DNA concentration"	"ng/µl"
"P321.1AL"	"P321.1AL_preserved"	17	"dry weight biomass"	"mg"
"IM19_870"	"P321.1AL_pure"	1	"DNA concentration"	"ng/µl"
"P321.1AS"	"P321.1AS_preserved"	169	"dry weight biomass"	"mg"
"IM19_869"	"P321.1AS_pure"	27	"DNA concentration"	"ng/µl"
"P321.1BS"	"P321.1BS_preserved"	183	"dry weight biomass"	"mg"
"IM19_301"	"P321.1BS_pure"	43	"DNA concentration"	"ng/µl"
"P321.2AL"	"P321.2AL_preserved"	34	"dry weight biomass"	"mg"
"IM19_1148"	"P321.2AL_pure"	16	"DNA concentration"	"ng/µl"
"P321.2AS"	"P321.2AS_preserved"	5	"dry weight biomass"	"mg"
"IM19_1147"	"P321.2AS_pure"	2	"DNA concentration"	"ng/µl"
"P321.2BL"	"P321.2BL_preserved"	81	"dry weight biomass"	"mg"
"IM19_303"	"P321.2BL_pure"	1	"DNA concentration"	"ng/µl"
"P321.2BS"	"P321.2BS_preserved"	10	"dry weight biomass"	"mg"
"IM19_302"	"P321.2BS_pure"	3	"DNA concentration"	"ng/µl"
